Date,Temp. [°C],Relative humidity [%],Rain [mm],Wind Speed [km/h],Wind Gusts [km/h],Solar Radiation [W/m²],Solar Irradiance [W/m²]
2015-01-01 00:00:00,-6.1,75,0.0,0.8,25.6,0.0,0.0
2015-01-01 01:00:00,-4.6,93,0.0,10.3,55.4,0.0,0.0
2015-01-01 02:00:00,-5.0,93,0.0,10.3,54.0,0.0,0.0
2015-01-01 03:00:00,-5.3,93,0.0,10.3,51.1,0.0,0.0
2015-01-01 04:00:00,-5.5,91,0.0,10.0,49.3,0.0,0.0
2015-01-01 05:00:00,-5.9,88,0.0,9.4,48.2,0.0,0.0
2015-01-01 06:00:00,-6.1,86,0.0,8.4,46.8,0.0,0.0
2015-01-01 07:00:00,-5.8,90,0.0,7.8,43.2,1.0,8.0
2015-01-01 08:00:00,-5.2,87,0.0,9.0,43.9,11.0,44.5
2015-01-01 09:00:00,-4.4,82,0.0,9.0,45.4,56.0,153.9
2015-01-01 10:00:00,-3.8,80,0.0,10.1,45.7,122.0,277.9
2015-01-01 11:00:00,-3.3,76,0.0,10.0,43.2,173.0,370.1
2015-01-01 12:00:00,-3.1,75,0.0,10.2,41.8,110.0,245.9
2015-01-01 13:00:00,-3.1,74,0.0,9.3,39.6,47.0,123.7
2015-01-01 14:00:00,-3.4,76,0.0,8.0,36.4,70.0,259.3
2015-01-01 15:00:00,-3.9,77,0.0,6.1,34.2,20.0,143.8
2015-01-01 16:00:00,-4.5,77,0.0,2.8,32.0,0.0,0.0
2015-01-01 17:00:00,-4.6,74,0.0,2.1,29.9,0.0,0.0
2015-01-01 18:00:00,-5.1,73,0.0,2.1,28.4,0.0,0.0
2015-01-01 19:00:00,-5.5,80,0.0,1.9,29.5,0.0,0.0
2015-01-01 20:00:00,-5.7,78,0.0,1.8,29.5,0.0,0.0
2015-01-01 21:00:00,-5.7,78,0.0,2.2,29.2,0.0,0.0
2015-01-01 22:00:00,-5.8,77,0.0,1.3,28.1,0.0,0.0
2015-01-01 23:00:00,-5.9,76,0.0,1.1,27.0,0.0,0.0
2015-01-02 00:00:00,-6.1,75,0.0,0.8,25.6,0.0,0.0
2015-01-02 01:00:00,-6.4,74,0.0,1.0,23.8,0.0,0.0
2015-01-02 02:00:00,-6.7,74,0.0,1.0,22.3,0.0,0.0
2015-01-02 03:00:00,-6.9,73,0.0,0.8,21.6,0.0,0.0
2015-01-02 04:00:00,-7.3,72,0.0,0.8,21.6,0.0,0.0
2015-01-02 05:00:00,-7.5,70,0.0,1.8,22.3,0.0,0.0
2015-01-02 06:00:00,-7.8,68,0.0,2.0,23.4,0.0,0.0
2015-01-02 07:00:00,-9.9,81,0.0,0.8,26.3,33.0,262.4
2015-01-02 08:00:00,-8.3,72,0.0,0.8,22.7,124.0,501.1
2015-01-02 09:00:00,-5.2,60,0.0,1.3,24.1,237.0,650.3
2015-01-02 10:00:00,-4.0,53,0.0,2.6,24.5,376.0,854.7
2015-01-02 11:00:00,-3.3,55,0.0,5.0,24.5,413.0,881.1
2015-01-02 12:00:00,-2.5,52,0.0,5.2,24.1,391.0,870.9
2015-01-02 13:00:00,-2.5,52,0.0,5.5,23.4,314.0,822.2
2015-01-02 14:00:00,-1.7,43,0.0,3.4,22.7,193.0,709.1
2015-01-02 15:00:00,-2.6,46,0.0,2.3,22.3,62.0,441.9
2015-01-02 16:00:00,-3.8,47,0.0,0.8,24.5,1.0,16.9
2015-01-02 17:00:00,-5.0,46,0.0,0.8,25.6,0.0,0.0
2015-01-02 18:00:00,-6.6,47,0.0,0.8,24.8,0.0,0.0
2015-01-02 19:00:00,-7.6,52,0.0,1.3,22.7,0.0,0.0
2015-01-02 20:00:00,-8.3,52,0.0,1.9,22.3,0.0,0.0
2015-01-02 21:00:00,-8.7,51,0.0,2.5,21.6,0.0,0.0
2015-01-02 22:00:00,-9.1,51,0.0,4.5,20.5,0.0,0.0
2015-01-02 23:00:00,-9.5,53,0.0,4.6,19.4,0.0,0.0
2015-01-03 00:00:00,-10.7,58,0.0,4.2,18.0,0.0,0.0
2015-01-03 01:00:00,-12.0,65,0.0,4.2,16.6,0.0,0.0
2015-01-03 02:00:00,-12.6,70,0.0,4.1,16.2,0.0,0.0
2015-01-03 03:00:00,-13.0,76,0.0,3.8,17.3,0.0,0.0
2015-01-03 04:00:00,-12.9,81,0.0,4.1,19.1,0.0,0.0
2015-01-03 05:00:00,-12.4,80,0.0,4.1,19.8,0.0,0.0
2015-01-03 06:00:00,-12.0,81,0.0,4.1,20.2,0.0,0.0
2015-01-03 07:00:00,-8.4,80,0.0,4.4,20.2,27.0,214.7
2015-01-03 08:00:00,-2.5,74,0.0,4.6,19.1,72.0,290.6
2015-01-03 09:00:00,3.7,65,0.0,4.1,19.1,48.0,131.5
2015-01-03 10:00:00,6.8,55,0.0,3.4,22.0,81.0,183.7
2015-01-03 11:00:00,6.2,65,0.0,5.1,24.8,277.0,589.2
2015-01-03 12:00:00,6.2,68,0.0,6.1,26.6,287.0,636.8
2015-01-03 13:00:00,7.2,64,0.0,5.4,28.4,244.0,635.5
2015-01-03 14:00:00,8.4,59,0.0,1.8,27.7,156.0,568.4
2015-01-03 15:00:00,7.4,62,0.0,1.1,23.8,54.0,381.5
2015-01-03 16:00:00,6.3,65,0.0,1.5,20.9,1.0,16.6
2015-01-03 17:00:00,5.2,67,0.0,2.6,19.1,0.0,0.0
2015-01-03 18:00:00,2.9,74,0.0,4.2,16.9,0.0,0.0
2015-01-03 19:00:00,-0.7,83,0.0,4.7,13.3,0.0,0.0
2015-01-03 20:00:00,-3.2,88,0.0,5.5,15.1,0.0,0.0
2015-01-03 21:00:00,-4.9,89,0.0,6.5,20.9,0.0,0.0
2015-01-03 22:00:00,-5.7,89,0.0,8.0,27.0,0.0,0.0
2015-01-03 23:00:00,-5.9,88,0.0,9.5,32.0,0.0,0.0
2015-01-04 00:00:00,-5.5,87,0.0,10.2,34.6,0.0,0.0
2015-01-04 01:00:00,-5.0,87,0.0,10.2,36.4,0.0,0.0
2015-01-04 02:00:00,-4.5,87,0.0,8.9,38.9,0.0,0.0
2015-01-04 03:00:00,-4.1,88,0.0,8.4,40.3,0.0,0.0
2015-01-04 04:00:00,-2.3,88,0.0,9.4,42.1,0.0,0.0
2015-01-04 05:00:00,-0.4,88,0.0,9.5,42.8,0.0,0.0
2015-01-04 06:00:00,1.0,89,0.0,9.2,43.2,0.0,0.0
2015-01-04 07:00:00,2.2,90,0.0,9.4,42.1,1.0,7.9
2015-01-04 08:00:00,3.1,92,0.0,9.7,42.8,12.0,48.4
2015-01-04 09:00:00,3.7,92,0.0,9.4,43.2,98.0,267.9
2015-01-04 10:00:00,4.6,92,0.0,10.5,43.9,148.0,334.8
2015-01-04 11:00:00,5.5,90,0.0,10.5,42.8,149.0,315.9
2015-01-04 12:00:00,5.8,90,0.0,10.1,41.8,140.0,309.3
2015-01-04 13:00:00,6.2,90,0.0,8.7,37.8,113.0,292.6
2015-01-04 14:00:00,6.1,91,0.0,7.0,33.1,67.0,242.0
2015-01-04 15:00:00,5.4,93,0.0,7.7,27.4,19.0,133.0
2015-01-04 16:00:00,4.7,95,0.0,8.1,23.0,0.0,0.0
2015-01-04 17:00:00,4.4,97,0.0,6.1,21.6,0.0,0.0
2015-01-04 18:00:00,3.8,98,0.0,4.1,18.4,0.0,0.0
2015-01-04 19:00:00,5.5,97,0.3,2.0,16.9,0.0,0.0
2015-01-04 20:00:00,4.8,98,0.5,5.5,15.5,0.0,0.0
2015-01-04 21:00:00,3.2,99,0.6,7.4,24.5,0.0,0.0
2015-01-04 22:00:00,2.6,98,0.6,6.4,28.8,0.0,0.0
2015-01-04 23:00:00,2.1,96,0.6,8.0,30.2,0.0,0.0
2015-01-05 00:00:00,1.4,95,0.2,7.8,28.4,0.0,0.0
2015-01-05 01:00:00,0.8,91,0.1,6.8,29.2,0.0,0.0
2015-01-05 02:00:00,0.1,88,0.0,7.1,29.5,0.0,0.0
2015-01-05 03:00:00,-0.6,86,0.0,7.7,30.6,0.0,0.0
2015-01-05 04:00:00,-1.7,83,0.0,7.6,31.3,0.0,0.0
2015-01-05 05:00:00,-2.1,77,0.0,7.6,31.7,0.0,0.0
2015-01-05 06:00:00,-1.9,69,0.0,7.5,31.3,0.0,0.0
2015-01-05 07:00:00,-2.4,77,0.0,6.6,36.7,13.0,103.2
2015-01-05 08:00:00,-3.0,74,0.0,8.1,37.1,77.0,309.8
2015-01-05 09:00:00,-1.1,66,0.0,10.2,40.0,201.0,548.2
2015-01-05 10:00:00,-0.3,59,0.0,12.6,43.9,299.0,674.4
2015-01-05 11:00:00,0.1,54,0.0,15.7,47.9,386.0,815.5
2015-01-05 12:00:00,0.2,51,0.0,15.6,50.0,336.0,739.1
2015-01-05 13:00:00,0.1,51,0.0,14.7,49.3,286.0,736.3
2015-01-05 14:00:00,-0.3,51,0.0,13.2,45.7,183.0,655.1
2015-01-05 15:00:00,-1.5,56,0.0,10.3,44.3,54.0,374.5
2015-01-05 16:00:00,-2.4,55,0.0,9.7,38.9,1.0,15.9
2015-01-05 17:00:00,-3.8,58,0.0,9.8,39.6,0.0,0.0
2015-01-05 18:00:00,-3.6,53,0.0,9.6,40.3,0.0,0.0
2015-01-05 19:00:00,-4.5,52,0.0,8.8,40.7,0.0,0.0
2015-01-05 20:00:00,-4.3,51,0.0,8.1,38.9,0.0,0.0
2015-01-05 21:00:00,-3.7,51,0.0,6.8,37.4,0.0,0.0
2015-01-05 22:00:00,-3.2,50,0.0,8.0,34.9,0.0,0.0
2015-01-05 23:00:00,-3.3,50,0.0,6.1,31.7,0.0,0.0
2015-01-06 00:00:00,-3.4,50,0.0,6.1,30.2,0.0,0.0
2015-01-06 01:00:00,-3.5,49,0.0,5.0,29.9,0.0,0.0
2015-01-06 02:00:00,-3.5,47,0.0,4.6,28.1,0.0,0.0
2015-01-06 03:00:00,-3.5,46,0.0,4.6,27.7,0.0,0.0
2015-01-06 04:00:00,-3.4,44,0.0,4.1,25.9,0.0,0.0
2015-01-06 05:00:00,-3.2,43,0.0,4.0,23.4,0.0,0.0
2015-01-06 06:00:00,-2.9,42,0.0,3.7,22.0,0.0,0.0
2015-01-06 07:00:00,-2.7,40,0.0,3.6,24.1,19.0,150.5
2015-01-06 08:00:00,-1.6,37,0.0,4.9,26.3,69.0,276.9
2015-01-06 09:00:00,-3.1,53,0.0,8.1,31.3,151.0,410.7
2015-01-06 10:00:00,-1.3,54,0.0,9.7,40.3,339.0,762.3
2015-01-06 11:00:00,-0.6,52,0.0,12.6,45.7,365.0,768.3
2015-01-06 12:00:00,-0.6,49,0.0,14.8,49.0,319.0,698.5
2015-01-06 13:00:00,-0.9,49,0.0,13.4,48.6,263.0,672.9
2015-01-06 14:00:00,-1.4,51,0.0,12.3,45.0,164.0,581.7
2015-01-06 15:00:00,-2.6,56,0.0,10.0,41.0,54.0,370.9
2015-01-06 16:00:00,-3.6,56,0.0,8.4,37.1,1.0,15.6
2015-01-06 17:00:00,-3.8,50,0.0,7.2,33.8,0.0,0.0
2015-01-06 18:00:00,-3.8,46,0.0,6.3,33.8,0.0,0.0
2015-01-06 19:00:00,-3.1,44,0.0,5.2,33.5,0.0,0.0
2015-01-06 20:00:00,-3.3,44,0.0,4.9,31.7,0.0,0.0
2015-01-06 21:00:00,-3.5,44,0.0,4.6,30.6,0.0,0.0
2015-01-06 22:00:00,-3.5,44,0.0,3.4,29.5,0.0,0.0
2015-01-06 23:00:00,-3.7,45,0.0,3.6,28.8,0.0,0.0
2015-01-07 00:00:00,-3.8,46,0.0,2.5,28.1,0.0,0.0
2015-01-07 01:00:00,-3.9,48,0.0,2.3,27.0,0.0,0.0
2015-01-07 02:00:00,-4.0,49,0.0,2.5,27.4,0.0,0.0
2015-01-07 03:00:00,-4.1,50,0.0,2.3,27.7,0.0,0.0
2015-01-07 04:00:00,-4.1,50,0.0,2.4,27.7,0.0,0.0
2015-01-07 05:00:00,-4.2,51,0.0,2.4,28.4,0.0,0.0
2015-01-07 06:00:00,-4.3,50,0.0,2.7,28.8,0.0,0.0
2015-01-07 07:00:00,-4.1,51,0.0,4.8,32.4,44.0,347.9
2015-01-07 08:00:00,-4.7,47,0.0,7.2,36.4,169.0,676.4
2015-01-07 09:00:00,-5.4,53,0.0,9.0,38.9,300.0,813.6
2015-01-07 10:00:00,-3.3,51,0.0,7.9,39.2,386.0,865.1
2015-01-07 11:00:00,-2.1,51,0.0,8.0,37.8,423.0,886.9
2015-01-07 12:00:00,-1.7,50,0.0,7.3,35.6,378.0,823.7
2015-01-07 13:00:00,-1.8,55,0.0,7.2,33.1,329.0,836.4
2015-01-07 14:00:00,-2.3,56,0.0,6.5,29.2,204.0,716.7
2015-01-07 15:00:00,-2.2,47,0.0,5.9,24.8,71.0,482.8
2015-01-07 16:00:00,-2.3,45,0.0,3.8,19.4,2.0,30.5
2015-01-07 17:00:00,-2.9,47,0.0,1.8,17.3,0.0,0.0
2015-01-07 18:00:00,-3.3,48,0.0,1.4,17.3,0.0,0.0
2015-01-07 19:00:00,-3.2,51,0.0,1.1,18.0,0.0,0.0
2015-01-07 20:00:00,-3.4,51,0.0,1.1,15.8,0.0,0.0
2015-01-07 21:00:00,-3.6,52,0.0,1.1,15.5,0.0,0.0
2015-01-07 22:00:00,-3.7,53,0.0,1.8,15.1,0.0,0.0
2015-01-07 23:00:00,-3.8,53,0.0,0.8,14.8,0.0,0.0
2015-01-08 00:00:00,-3.9,53,0.0,0.5,14.8,0.0,0.0
2015-01-08 01:00:00,-4.0,53,0.0,0.4,14.4,0.0,0.0
2015-01-08 02:00:00,-4.0,54,0.0,1.0,13.7,0.0,0.0
2015-01-08 03:00:00,-4.1,54,0.0,1.0,13.3,0.0,0.0
2015-01-08 04:00:00,-4.1,54,0.0,1.3,13.0,0.0,0.0
2015-01-08 05:00:00,-4.1,54,0.0,1.6,12.6,0.0,0.0
2015-01-08 06:00:00,-4.2,55,0.0,1.5,12.6,0.0,0.0
2015-01-08 07:00:00,-4.3,59,0.0,1.1,12.2,43.0,339.1
2015-01-08 08:00:00,-2.2,49,0.0,1.3,14.0,170.0,678.2
2015-01-08 09:00:00,-0.8,43,0.0,2.3,15.8,298.0,805.5
2015-01-08 10:00:00,0.2,46,0.0,0.7,16.9,389.0,868.7
2015-01-08 11:00:00,0.7,53,0.0,1.6,16.6,428.0,893.6
2015-01-08 12:00:00,1.5,50,0.0,2.7,16.2,397.0,860.7
2015-01-08 13:00:00,1.3,59,0.0,2.5,16.2,290.0,732.4
2015-01-08 14:00:00,0.9,62,0.0,2.4,15.5,195.0,678.4
2015-01-08 15:00:00,0.2,55,0.0,4.4,14.0,66.0,444.3
2015-01-08 16:00:00,-0.1,51,0.0,2.6,13.7,1.0,14.9
2015-01-08 17:00:00,-0.7,53,0.0,2.3,11.9,0.0,0.0
2015-01-08 18:00:00,-1.1,54,0.0,1.8,11.2,0.0,0.0
2015-01-08 19:00:00,-1.3,53,0.0,0.8,11.9,0.0,0.0
2015-01-08 20:00:00,-1.4,54,0.0,0.8,11.9,0.0,0.0
2015-01-08 21:00:00,-1.4,53,0.0,0.7,12.6,0.0,0.0
2015-01-08 22:00:00,-1.5,53,0.0,1.4,13.0,0.0,0.0
2015-01-08 23:00:00,-1.8,54,0.0,1.1,13.3,0.0,0.0
2015-01-09 00:00:00,-2.3,56,0.0,1.8,14.0,0.0,0.0
2015-01-09 01:00:00,-2.7,57,0.0,2.2,13.0,0.0,0.0
2015-01-09 02:00:00,-3.0,58,0.0,3.0,11.5,0.0,0.0
2015-01-09 03:00:00,-3.3,59,0.0,3.4,10.8,0.0,0.0
2015-01-09 04:00:00,-3.4,59,0.0,3.9,10.8,0.0,0.0
2015-01-09 05:00:00,-3.5,60,0.0,3.9,11.9,0.0,0.0
2015-01-09 06:00:00,-3.7,60,0.0,4.9,12.6,0.0,0.0
2015-01-09 07:00:00,-3.0,60,0.0,5.3,16.6,42.0,330.3
2015-01-09 08:00:00,1.2,47,0.0,3.8,18.0,164.0,651.9
2015-01-09 09:00:00,2.8,45,0.0,4.3,19.4,292.0,786.6
2015-01-09 10:00:00,4.1,54,0.0,5.5,21.6,377.0,838.7
2015-01-09 11:00:00,4.2,62,0.0,6.0,23.8,412.0,856.5
2015-01-09 12:00:00,4.5,64,0.0,5.8,24.5,375.0,808.8
2015-01-09 13:00:00,4.8,63,0.0,5.6,23.8,314.0,787.7
2015-01-09 14:00:00,4.6,64,0.0,4.9,22.0,185.0,637.2
2015-01-09 15:00:00,2.9,73,0.0,5.9,22.0,69.0,459.8
2015-01-09 16:00:00,0.6,79,0.0,9.0,24.5,2.0,29.2
2015-01-09 17:00:00,-0.8,85,0.0,9.4,25.6,0.0,0.0
2015-01-09 18:00:00,-1.9,89,0.0,8.4,27.0,0.0,0.0
2015-01-09 19:00:00,-2.4,90,0.0,7.4,30.2,0.0,0.0
2015-01-09 20:00:00,-2.5,92,0.0,6.9,29.2,0.0,0.0
2015-01-09 21:00:00,-2.2,93,0.0,7.1,32.4,0.0,0.0
2015-01-09 22:00:00,-1.4,94,0.0,7.9,32.4,0.0,0.0
2015-01-09 23:00:00,-1.4,95,0.0,7.6,34.6,0.0,0.0
2015-01-10 00:00:00,-1.2,95,0.0,7.9,35.6,0.0,0.0
2015-01-10 01:00:00,-1.0,96,0.0,8.1,36.4,0.0,0.0
2015-01-10 02:00:00,-0.5,96,0.0,8.9,36.0,0.0,0.0
2015-01-10 03:00:00,-0.0,96,0.0,8.9,35.6,0.0,0.0
2015-01-10 04:00:00,0.2,96,0.0,9.2,35.6,0.0,0.0
2015-01-10 05:00:00,0.6,96,0.0,9.2,34.9,0.0,0.0
2015-01-10 06:00:00,0.6,97,0.0,8.7,35.3,0.0,0.0
2015-01-10 07:00:00,1.4,96,0.0,9.5,35.6,5.0,39.2
2015-01-10 08:00:00,2.8,94,0.0,10.0,35.6,60.0,237.5
2015-01-10 09:00:00,4.0,90,0.0,10.4,35.3,132.0,354.2
2015-01-10 10:00:00,5.2,86,0.0,10.3,36.0,177.0,392.2
2015-01-10 11:00:00,5.8,83,0.0,11.0,37.1,169.0,349.7
2015-01-10 12:00:00,6.0,83,0.0,11.4,36.7,177.0,379.7
2015-01-10 13:00:00,5.7,85,0.0,10.3,35.3,121.0,301.4
2015-01-10 14:00:00,5.3,87,0.0,8.4,32.4,95.0,323.9
2015-01-10 15:00:00,4.3,91,0.0,7.9,29.2,34.0,224.2
2015-01-10 16:00:00,3.3,94,0.0,8.8,25.9,1.0,14.3
2015-01-10 17:00:00,2.7,95,0.0,7.7,26.3,0.0,0.0
2015-01-10 18:00:00,2.1,96,0.0,5.9,25.9,0.0,0.0
2015-01-10 19:00:00,1.2,98,0.0,5.6,25.9,0.0,0.0
2015-01-10 20:00:00,0.5,99,0.0,6.1,23.8,0.0,0.0
2015-01-10 21:00:00,0.1,99,0.0,5.7,21.6,0.0,0.0
2015-01-10 22:00:00,-0.0,97,0.0,7.0,19.8,0.0,0.0
2015-01-10 23:00:00,-0.2,98,0.0,7.7,18.4,0.0,0.0
2015-01-11 00:00:00,0.2,96,0.0,8.2,21.6,0.0,0.0
2015-01-11 01:00:00,0.5,95,0.0,7.7,23.0,0.0,0.0
2015-01-11 02:00:00,0.7,94,0.0,8.2,23.4,0.0,0.0
2015-01-11 03:00:00,0.7,92,0.0,8.2,24.5,0.0,0.0
2015-01-11 04:00:00,0.6,91,0.0,8.4,25.2,0.0,0.0
2015-01-11 05:00:00,0.7,90,0.0,9.2,26.6,0.0,0.0
2015-01-11 06:00:00,0.7,89,0.0,10.0,27.7,0.0,0.0
2015-01-11 07:00:00,1.7,91,0.0,10.5,34.2,41.0,320.2
2015-01-11 08:00:00,5.8,85,0.0,10.2,35.6,162.0,638.5
2015-01-11 09:00:00,9.1,78,0.0,9.2,35.6,288.0,769.7
2015-01-11 10:00:00,11.0,69,0.0,8.7,36.0,353.0,778.9
2015-01-11 11:00:00,9.4,70,0.0,9.4,37.8,357.0,735.3
2015-01-11 12:00:00,11.3,63,0.0,9.4,40.0,345.0,735.9
2015-01-11 13:00:00,12.0,61,0.0,9.7,41.4,251.0,620.9
2015-01-11 14:00:00,10.5,64,0.0,9.5,42.8,99.0,334.1
2015-01-11 15:00:00,8.6,70,0.0,10.6,44.6,18.0,117.4
2015-01-11 16:00:00,6.5,80,0.0,10.2,46.4,1.0,14.0
2015-01-11 17:00:00,5.7,87,0.0,10.0,49.0,0.0,0.0
2015-01-11 18:00:00,5.5,92,0.0,10.2,50.0,0.0,0.0
2015-01-11 19:00:00,5.8,94,0.0,10.8,51.1,0.0,0.0
2015-01-11 20:00:00,5.9,96,0.0,10.6,51.5,0.0,0.0
2015-01-11 21:00:00,6.0,97,0.0,11.1,51.5,0.0,0.0
2015-01-11 22:00:00,6.1,97,0.0,11.2,51.1,0.0,0.0
2015-01-11 23:00:00,6.5,97,0.0,10.2,51.5,0.0,0.0
2015-01-12 00:00:00,6.7,97,0.0,9.7,49.0,0.0,0.0
2015-01-12 01:00:00,6.7,97,0.0,10.0,45.7,0.0,0.0
2015-01-12 02:00:00,6.6,97,0.0,10.0,45.0,0.0,0.0
2015-01-12 03:00:00,6.6,97,0.0,9.7,45.0,0.0,0.0
2015-01-12 04:00:00,6.9,96,0.0,9.2,45.0,0.0,0.0
2015-01-12 05:00:00,7.1,96,0.0,8.7,43.9,0.0,0.0
2015-01-12 06:00:00,7.1,96,0.0,8.7,43.2,0.0,0.0
2015-01-12 07:00:00,8.2,95,0.0,6.2,49.0,13.0,101.1
2015-01-12 08:00:00,8.0,91,0.8,9.2,48.6,59.0,231.4
2015-01-12 09:00:00,6.5,90,1.0,11.3,46.8,112.0,298.0
2015-01-12 10:00:00,3.7,85,0.7,9.7,41.8,8.0,17.6
2015-01-12 11:00:00,2.1,68,0.1,11.9,46.8,59.0,120.9
2015-01-12 12:00:00,1.8,63,0.0,10.8,48.2,50.0,106.0
2015-01-12 13:00:00,1.9,59,0.0,10.1,51.5,76.0,186.6
2015-01-12 14:00:00,1.7,59,0.0,10.8,52.9,8.0,26.7
2015-01-12 15:00:00,1.7,55,0.0,11.9,51.8,39.0,251.0
2015-01-12 16:00:00,0.7,56,0.0,11.2,52.6,2.0,27.3
2015-01-12 17:00:00,0.5,52,0.0,11.2,49.0,0.0,0.0
2015-01-12 18:00:00,0.5,51,0.0,9.0,46.1,0.0,0.0
2015-01-12 19:00:00,0.1,56,0.0,7.1,44.6,0.0,0.0
2015-01-12 20:00:00,-0.6,59,0.0,6.1,39.6,0.0,0.0
2015-01-12 21:00:00,-0.7,58,0.0,5.4,36.4,0.0,0.0
2015-01-12 22:00:00,-0.5,57,0.0,4.1,34.6,0.0,0.0
2015-01-12 23:00:00,-0.4,57,0.0,3.6,33.5,0.0,0.0
2015-01-13 00:00:00,-0.5,58,0.0,3.3,31.7,0.0,0.0
2015-01-13 01:00:00,-0.7,60,0.0,3.3,31.3,0.0,0.0
2015-01-13 02:00:00,-0.7,60,0.0,3.6,31.7,0.0,0.0
2015-01-13 03:00:00,-0.7,60,0.0,4.1,32.0,0.0,0.0
2015-01-13 04:00:00,-0.7,60,0.0,3.8,32.8,0.0,0.0
2015-01-13 05:00:00,-0.7,59,0.0,3.9,33.5,0.0,0.0
2015-01-13 06:00:00,-0.7,59,0.0,4.2,34.2,0.0,0.0
2015-01-13 07:00:00,-0.7,67,0.0,4.3,37.4,46.0,356.1
2015-01-13 08:00:00,1.6,60,0.0,6.6,39.6,175.0,682.8
2015-01-13 09:00:00,1.9,59,0.0,8.6,42.8,305.0,807.9
2015-01-13 10:00:00,3.9,51,0.0,9.8,43.9,397.0,868.0
2015-01-13 11:00:00,4.3,51,0.0,9.8,43.9,436.0,889.1
2015-01-13 12:00:00,5.4,43,0.0,9.7,43.2,418.0,881.3
2015-01-13 13:00:00,5.6,43,0.0,9.4,41.4,344.0,838.5
2015-01-13 14:00:00,5.3,45,0.0,8.4,39.6,225.0,743.7
2015-01-13 15:00:00,4.3,54,0.0,7.0,34.9,87.0,548.7
2015-01-13 16:00:00,3.2,54,0.0,5.1,30.6,4.0,53.5
2015-01-13 17:00:00,2.7,53,0.0,3.1,30.6,0.0,0.0
2015-01-13 18:00:00,2.2,55,0.0,2.5,31.7,0.0,0.0
2015-01-13 19:00:00,2.2,57,0.0,2.5,34.2,0.0,0.0
2015-01-13 20:00:00,2.1,56,0.0,2.3,33.8,0.0,0.0
2015-01-13 21:00:00,2.0,55,0.0,1.5,32.4,0.0,0.0
2015-01-13 22:00:00,1.9,55,0.0,0.7,30.2,0.0,0.0
2015-01-13 23:00:00,1.8,54,0.0,1.6,28.8,0.0,0.0
2015-01-14 00:00:00,1.6,54,0.0,1.5,27.7,0.0,0.0
2015-01-14 01:00:00,1.5,54,0.0,0.8,25.6,0.0,0.0
2015-01-14 02:00:00,1.3,54,0.0,0.8,24.1,0.0,0.0
2015-01-14 03:00:00,1.2,53,0.0,0.8,22.7,0.0,0.0
2015-01-14 04:00:00,1.1,52,0.0,1.1,20.9,0.0,0.0
2015-01-14 05:00:00,0.7,52,0.0,1.5,18.4,0.0,0.0
2015-01-14 06:00:00,-0.1,53,0.0,1.8,16.6,0.0,0.0
2015-01-14 07:00:00,0.5,56,0.0,1.6,17.3,47.0,362.1
2015-01-14 08:00:00,4.3,60,0.0,1.6,16.6,176.0,682.8
2015-01-14 09:00:00,8.1,35,0.0,1.0,15.8,305.0,804.0
2015-01-14 10:00:00,9.7,31,0.0,1.3,13.7,397.0,863.8
2015-01-14 11:00:00,10.4,34,0.0,2.2,12.2,435.0,882.5
2015-01-14 12:00:00,10.7,34,0.0,2.9,14.0,416.0,871.8
2015-01-14 13:00:00,10.5,37,0.0,2.7,14.8,342.0,827.4
2015-01-14 14:00:00,9.6,44,0.0,1.3,14.4,224.0,732.6
2015-01-14 15:00:00,7.4,62,0.0,3.7,15.1,88.0,543.8
2015-01-14 16:00:00,4.3,62,0.0,6.4,17.3,5.0,65.4
2015-01-14 17:00:00,1.7,70,0.0,7.7,19.8,0.0,0.0
2015-01-14 18:00:00,-0.3,77,0.0,8.2,20.5,0.0,0.0
2015-01-14 19:00:00,-1.5,79,0.0,7.0,22.0,0.0,0.0
2015-01-14 20:00:00,-2.5,82,0.0,7.0,21.6,0.0,0.0
2015-01-14 21:00:00,-2.9,82,0.0,7.5,23.8,0.0,0.0
2015-01-14 22:00:00,-3.0,79,0.0,7.9,25.2,0.0,0.0
2015-01-14 23:00:00,-2.9,77,0.0,8.4,26.6,0.0,0.0
2015-01-15 00:00:00,-2.7,76,0.0,8.7,27.0,0.0,0.0
2015-01-15 01:00:00,-2.4,76,0.0,8.7,27.4,0.0,0.0
2015-01-15 02:00:00,-2.1,78,0.0,8.9,27.7,0.0,0.0
2015-01-15 03:00:00,-1.9,80,0.0,8.7,27.4,0.0,0.0
2015-01-15 04:00:00,-1.6,82,0.0,8.4,27.4,0.0,0.0
2015-01-15 05:00:00,-1.8,84,0.0,7.6,25.9,0.0,0.0
2015-01-15 06:00:00,-2.0,87,0.0,6.9,22.7,0.0,0.0
2015-01-15 07:00:00,-0.5,88,0.0,6.6,22.3,45.0,344.8
2015-01-15 08:00:00,4.3,76,0.0,4.9,20.5,170.0,655.6
2015-01-15 09:00:00,7.9,67,0.0,2.4,19.8,304.0,797.3
2015-01-15 10:00:00,9.6,51,0.0,4.3,23.4,399.0,863.8
2015-01-15 11:00:00,10.0,39,0.0,6.1,26.6,432.0,871.7
2015-01-15 12:00:00,10.1,36,0.0,6.5,27.0,415.0,864.4
2015-01-15 13:00:00,9.8,37,0.0,5.8,26.3,344.0,826.0
2015-01-15 14:00:00,9.0,43,0.0,4.0,23.4,226.0,731.3
